Time,IS-203 Pressure PSI,IS-203 Temperature C
07/31/2012  06:19:05,13.23,27.07
07/31/2012  06:19:10,13.27,27.08
07/31/2012  06:19:15,13.26,27.09
07/31/2012  06:19:20,13.97,27.11
07/31/2012  06:19:25,13.21,27.12
07/31/2012  06:19:30,13.18,27.12
07/31/2012  06:19:35,13.19,27.13
07/31/2012  06:19:40,13.25,27.14
07/31/2012  06:19:45,13.24,27.14
07/31/2012  06:19:50,13.3,27.14
07/31/2012  06:19:55,13.89,27.14
07/31/2012  06:20:00,13.87,27.15
07/31/2012  06:20:05,13.84,27.17
07/31/2012  06:20:10,13.86,27.2
07/31/2012  06:20:15,13.81,27.22
07/31/2012  06:20:20,13.84,27.24
07/31/2012  06:20:25,13.86,27.25
07/31/2012  06:20:30,13.88,27.25
07/31/2012  06:20:35,13.82,27.25
07/31/2012  06:20:40,13.87,27.25
07/31/2012  06:20:45,13.85,27.24
07/31/2012  06:20:50,13.85,27.24
07/31/2012  06:20:55,13.87,27.25
07/31/2012  06:21:00,13.86,27.27
07/31/2012  06:21:05,13.81,27.28
07/31/2012  06:21:10,13.84,27.27
07/31/2012  06:21:15,13.89,27.27
07/31/2012  06:21:20,13.87,27.25
07/31/2012  06:21:25,13.85,27.24
07/31/2012  06:21:30,13.88,27.22
07/31/2012  06:21:35,13.88,27.2
07/31/2012  06:21:40,13.9,27.17
07/31/2012  06:21:45,13.86,27.15
07/31/2012  06:21:50,13.78,27.13
07/31/2012  06:21:55,13.78,27.12
07/31/2012  06:22:00,13.82,27.13
07/31/2012  06:22:05,13.9,27.15
07/31/2012  06:22:10,13.84,27.18
07/31/2012  06:22:15,13.82,27.22
07/31/2012  06:22:20,13.83,27.25
07/31/2012  06:22:25,13.83,27.29
07/31/2012  06:22:30,13.83,27.32
07/31/2012  06:22:35,13.93,27.36
07/31/2012  06:22:40,13.74,27.41
07/31/2012  06:22:45,13.93,27.47
07/31/2012  06:22:50,13.86,27.54
07/31/2012  06:22:55,13.85,27.62
07/31/2012  06:23:00,13.86,27.7
07/31/2012  06:23:05,13.87,27.78
07/31/2012  06:23:10,13.88,27.87
07/31/2012  06:23:15,13.82,27.96
07/31/2012  06:23:20,13.94,28.06
07/31/2012  06:23:25,13.87,28.17
07/31/2012  06:23:30,13.91,28.27
07/31/2012  06:23:35,13.9,28.37
07/31/2012  06:23:40,13.97,28.46
07/31/2012  06:23:45,13.9,28.56
07/31/2012  06:23:50,13.84,28.64
07/31/2012  06:23:55,13.94,28.73
07/31/2012  06:24:00,13.9,28.82
07/31/2012  06:24:05,13.89,28.9
07/31/2012  06:24:10,13.89,28.99
07/31/2012  06:24:15,14,29.06
07/31/2012  06:24:20,13.91,29.14
07/31/2012  06:24:25,14.03,29.21
07/31/2012  06:24:30,13.97,29.28
07/31/2012  06:24:35,13.89,29.36
07/31/2012  06:24:40,13.95,29.43
07/31/2012  06:24:45,13.96,29.5
07/31/2012  06:24:50,13.99,29.57
07/31/2012  06:24:55,13.97,29.63
07/31/2012  06:25:00,13.95,29.69
07/31/2012  06:25:05,13.99,29.74
07/31/2012  06:25:10,14.03,29.8
07/31/2012  06:25:15,14.02,29.85
07/31/2012  06:25:20,14.03,29.9
07/31/2012  06:25:25,14.03,29.95
07/31/2012  06:25:30,13.97,30
07/31/2012  06:25:35,14.05,30.04
07/31/2012  06:25:40,13.98,30.07
07/31/2012  06:25:45,13.96,30.11
07/31/2012  06:25:50,14.04,30.14
07/31/2012  06:25:55,14.02,30.18
07/31/2012  06:26:00,14.04,30.21
07/31/2012  06:26:05,14,30.25
07/31/2012  06:26:10,14,30.28
07/31/2012  06:26:15,13.99,30.32
07/31/2012  06:26:20,14.04,30.34
07/31/2012  06:26:25,14.09,30.38
07/31/2012  06:26:30,14.05,30.4
07/31/2012  06:26:35,13.97,30.42
07/31/2012  06:26:40,14.02,30.44
07/31/2012  06:26:45,14.02,30.45
07/31/2012  06:26:50,14.04,30.47
07/31/2012  06:26:55,14.11,30.48
07/31/2012  06:27:00,14.04,30.49
07/31/2012  06:27:05,14.01,30.51
07/31/2012  06:27:10,14.04,30.52
07/31/2012  06:27:15,14.03,30.53
07/31/2012  06:27:20,14.04,30.54
07/31/2012  06:27:25,14.06,30.55
07/31/2012  06:27:30,14.09,30.56
07/31/2012  06:27:35,14.08,30.57
07/31/2012  06:27:40,14.07,30.59
07/31/2012  06:27:45,14.11,30.6
07/31/2012  06:27:50,14.01,30.61
07/31/2012  06:27:55,14.07,30.62
07/31/2012  06:28:00,14.08,30.63
07/31/2012  06:28:05,14.06,30.64
07/31/2012  06:28:10,14.05,30.65
07/31/2012  06:28:15,14.07,30.66
07/31/2012  06:28:20,14.13,30.67
07/31/2012  06:28:25,14.15,30.68
07/31/2012  06:28:30,14.11,30.68
07/31/2012  06:28:35,14.09,30.69
07/31/2012  06:28:40,14.08,30.7
07/31/2012  06:28:45,14.11,30.71
07/31/2012  06:28:50,14.05,30.72
07/31/2012  06:28:55,14.09,30.73
07/31/2012  06:29:00,14.05,30.74
07/31/2012  06:29:05,14.1,30.74
07/31/2012  06:29:10,14.13,30.75
07/31/2012  06:29:15,14.02,30.77
07/31/2012  06:29:20,14.07,30.77
07/31/2012  06:29:25,14.14,30.78
07/31/2012  06:29:30,14.14,30.79
07/31/2012  06:29:35,14.12,30.8
07/31/2012  06:29:40,14.06,30.81
07/31/2012  06:29:45,14.11,30.82
07/31/2012  06:29:50,14.13,30.83
07/31/2012  06:29:55,14.09,30.84
07/31/2012  06:30:00,14.08,30.85
07/31/2012  06:30:05,14.12,30.85
07/31/2012  06:30:10,14.03,30.86
07/31/2012  06:30:15,14.1,30.87
07/31/2012  06:30:20,14.06,30.87
07/31/2012  06:30:25,14.07,30.88
07/31/2012  06:30:30,14.14,30.89
07/31/2012  06:30:35,14.07,30.9
07/31/2012  06:30:40,14.12,30.9
07/31/2012  06:30:45,14.13,30.91
07/31/2012  06:30:50,14.07,30.92
07/31/2012  06:30:55,14.23,30.92
07/31/2012  06:31:00,14.11,30.93
07/31/2012  06:31:05,14.09,30.93
07/31/2012  06:31:10,14.09,30.94
07/31/2012  06:31:15,14.13,30.95
07/31/2012  06:31:20,14.1,30.95
07/31/2012  06:31:25,14.12,30.96
07/31/2012  06:31:30,14.14,30.97
07/31/2012  06:31:35,14.05,30.97
07/31/2012  06:31:40,14.08,30.98
07/31/2012  06:31:45,14.12,30.99
07/31/2012  06:31:50,14.15,30.99
07/31/2012  06:31:55,14.09,31
07/31/2012  06:32:00,14.19,31.01
07/31/2012  06:32:05,14.1,31.01
07/31/2012  06:32:10,14.14,31.02
07/31/2012  06:32:15,14.13,31.03
07/31/2012  06:32:20,14.1,31.03
07/31/2012  06:32:25,14.11,31.05
07/31/2012  06:32:30,14.14,31.05
07/31/2012  06:32:35,14.1,31.05
07/31/2012  06:32:40,14.11,31.06
07/31/2012  06:32:45,14.09,31.07
07/31/2012  06:32:50,14.18,31.07
07/31/2012  06:32:55,14.13,31.08
07/31/2012  06:33:00,14.19,31.09
07/31/2012  06:33:05,14.11,31.1
07/31/2012  06:33:10,14.23,31.1
07/31/2012  06:33:15,14.15,31.11
07/31/2012  06:33:20,14.17,31.11
07/31/2012  06:33:25,14.14,31.12
07/31/2012  06:33:30,14.2,31.12
07/31/2012  06:33:35,14.19,31.13
07/31/2012  06:33:40,14.13,31.14
07/31/2012  06:33:45,14.17,31.15
07/31/2012  06:33:50,14.19,31.16
07/31/2012  06:33:55,14.17,31.18
07/31/2012  06:34:00,14.13,31.22
07/31/2012  06:34:05,14.22,31.26
07/31/2012  06:34:10,14.16,31.31
07/31/2012  06:34:15,14.18,31.37
07/31/2012  06:34:20,14.19,31.42
07/31/2012  06:34:25,14.14,31.47
07/31/2012  06:34:30,14.19,31.51
07/31/2012  06:34:35,14.2,31.55
07/31/2012  06:34:40,14.22,31.57
07/31/2012  06:34:45,14.19,31.6
07/31/2012  06:34:50,14.21,31.62
07/31/2012  06:34:55,14.16,31.65
07/31/2012  06:35:00,14.18,31.68
07/31/2012  06:35:05,14.27,31.69
07/31/2012  06:35:10,14.25,31.71
07/31/2012  06:35:15,14.22,31.74
07/31/2012  06:35:20,14.16,31.76
07/31/2012  06:35:25,14.2,31.78
07/31/2012  06:35:30,14.22,31.8
07/31/2012  06:35:35,14.22,31.82
07/31/2012  06:35:40,14.28,31.84
07/31/2012  06:35:45,14.23,31.85
07/31/2012  06:35:50,14.22,31.88
07/31/2012  06:35:55,14.22,31.89
07/31/2012  06:36:00,14.25,31.91
07/31/2012  06:36:05,14.22,31.94
07/31/2012  06:36:10,14.22,31.95
07/31/2012  06:36:15,14.2,31.97
07/31/2012  06:36:20,14.24,31.99
07/31/2012  06:36:25,14.2,32
07/31/2012  06:36:30,14.2,32.02
07/31/2012  06:36:35,14.2,32.04
07/31/2012  06:36:40,14.23,32.05
07/31/2012  06:36:45,14.21,32.07
07/31/2012  06:36:50,14.23,32.09
07/31/2012  06:36:55,14.28,32.1
07/31/2012  06:37:00,14.23,32.12
07/31/2012  06:37:05,14.21,32.14
07/31/2012  06:37:10,14.23,32.15
07/31/2012  06:37:15,14.21,32.17
07/31/2012  06:37:20,14.2,32.18
07/31/2012  06:37:25,14.25,32.19
07/31/2012  06:37:30,14.2,32.22
07/31/2012  06:37:35,14.26,32.23
07/31/2012  06:37:40,14.19,32.24
07/31/2012  06:37:45,14.29,32.26
07/31/2012  06:37:50,14.2,32.28
07/31/2012  06:37:55,14.25,32.29
07/31/2012  06:38:00,14.19,32.3
07/31/2012  06:38:05,14.2,32.32
07/31/2012  06:38:10,14.19,32.33
07/31/2012  06:38:15,14.24,32.35
07/31/2012  06:38:20,14.23,32.36
07/31/2012  06:38:25,14.21,32.37
07/31/2012  06:38:30,14.21,32.39
07/31/2012  06:38:35,14.29,32.4
07/31/2012  06:38:40,14.25,32.41
07/31/2012  06:38:45,14.22,32.43
07/31/2012  06:38:50,14.25,32.44
07/31/2012  06:38:55,14.22,32.45
07/31/2012  06:39:00,14.23,32.47
07/31/2012  06:39:05,14.26,32.47
07/31/2012  06:39:10,14.21,32.49
07/31/2012  06:39:15,14.17,32.5
07/31/2012  06:39:20,14.28,32.51
07/31/2012  06:39:25,14.21,32.53
07/31/2012  06:39:30,14.27,32.54
07/31/2012  06:39:35,14.28,32.55
07/31/2012  06:39:40,14.24,32.56
07/31/2012  06:39:45,14.19,32.57
07/31/2012  06:39:50,14.32,32.58
07/31/2012  06:39:55,14.2,32.6
07/31/2012  06:40:00,14.28,32.61
07/31/2012  06:40:05,14.25,32.62
07/31/2012  06:40:10,14.21,32.63
07/31/2012  06:40:15,14.17,32.64
07/31/2012  06:40:20,14.22,32.65
07/31/2012  06:40:25,14.25,32.66
07/31/2012  06:40:30,14.11,32.67
07/31/2012  06:40:35,14.21,32.68
07/31/2012  06:40:40,14.26,32.69
07/31/2012  06:40:45,14.24,32.7
07/31/2012  06:40:50,14.26,32.71
07/31/2012  06:40:55,14.27,32.72
07/31/2012  06:41:00,14.25,32.74
07/31/2012  06:41:05,14.3,32.75
07/31/2012  06:41:10,14.24,32.75
07/31/2012  06:41:15,14.18,32.77
07/31/2012  06:41:20,14.22,32.78
07/31/2012  06:41:25,14.17,32.78
07/31/2012  06:41:30,14.2,32.79
07/31/2012  06:41:35,14.3,32.8
07/31/2012  06:41:40,14.25,32.82
07/31/2012  06:41:45,14.24,32.83
07/31/2012  06:41:50,14.23,32.83
07/31/2012  06:41:55,14.27,32.85
07/31/2012  06:42:00,14.17,32.85
07/31/2012  06:42:05,14.28,32.86
07/31/2012  06:42:10,14.23,32.88
07/31/2012  06:42:15,14.27,32.89
07/31/2012  06:42:20,14.19,32.89
07/31/2012  06:42:25,14.22,32.9
07/31/2012  06:42:30,14.26,32.91
07/31/2012  06:42:35,14.3,32.92
07/31/2012  06:42:40,14.24,32.93
07/31/2012  06:42:45,14.25,32.94
07/31/2012  06:42:50,14.3,32.95
07/31/2012  06:42:55,14.23,32.96
07/31/2012  06:43:00,14.24,32.97
07/31/2012  06:43:05,14.24,32.97
07/31/2012  06:43:10,14.33,32.98
07/31/2012  06:43:15,14.21,32.99
07/31/2012  06:43:20,14.2,33
07/31/2012  06:43:25,14.21,33.01
07/31/2012  06:43:30,14.21,33.02
07/31/2012  06:43:35,14.21,33.03
07/31/2012  06:43:40,14.27,33.04
07/31/2012  06:43:45,14.28,33.04
07/31/2012  06:43:50,14.23,33.05
07/31/2012  06:43:55,14.28,33.06
07/31/2012  06:44:00,14.23,33.07
07/31/2012  06:44:05,14.24,33.08
07/31/2012  06:44:10,14.28,33.09
07/31/2012  06:44:15,14.24,33.09
07/31/2012  06:44:20,14.22,33.1
07/31/2012  06:44:25,14.24,33.11
07/31/2012  06:44:30,14.21,33.12
07/31/2012  06:44:35,14.25,33.13
07/31/2012  06:44:40,14.19,33.13
07/31/2012  06:44:45,14.17,33.14
07/31/2012  06:44:50,14.32,33.15
07/31/2012  06:44:55,14.25,33.16
07/31/2012  06:45:00,14.32,33.17
07/31/2012  06:45:05,14.22,33.17
07/31/2012  06:45:10,14.33,33.18
07/31/2012  06:45:15,14.3,33.19
07/31/2012  06:45:20,14.28,33.19
07/31/2012  06:45:25,14.17,33.2
07/31/2012  06:45:30,14.26,33.21
07/31/2012  06:45:35,14.23,33.21
07/31/2012  06:45:40,14.24,33.23
07/31/2012  06:45:45,14.29,33.23
07/31/2012  06:45:50,14.31,33.24
07/31/2012  06:45:55,14.28,33.25
07/31/2012  06:46:00,14.25,33.25
07/31/2012  06:46:05,14.28,33.26
07/31/2012  06:46:10,14.23,33.26
07/31/2012  06:46:15,14.25,33.27
07/31/2012  06:46:20,14.25,33.28
07/31/2012  06:46:25,14.31,33.29
07/31/2012  06:46:30,14.27,33.29
07/31/2012  06:46:35,14.29,33.3
07/31/2012  06:46:40,14.27,33.31
07/31/2012  06:46:45,14.26,33.32
07/31/2012  06:46:50,14.28,33.32
07/31/2012  06:46:55,14.26,33.32
07/31/2012  06:47:00,14.28,33.34
07/31/2012  06:47:05,14.27,33.34
07/31/2012  06:47:10,14.29,33.35
07/31/2012  06:47:15,14.26,33.35
07/31/2012  06:47:20,14.25,33.36
07/31/2012  06:47:25,14.3,33.37
07/31/2012  06:47:30,14.22,33.37
07/31/2012  06:47:35,14.3,33.38
07/31/2012  06:47:40,14.22,33.39
07/31/2012  06:47:45,14.22,33.39
07/31/2012  06:47:50,14.31,33.4
07/31/2012  06:47:55,14.27,33.41
07/31/2012  06:48:00,14.23,33.41
07/31/2012  06:48:05,14.27,33.42
07/31/2012  06:48:10,14.33,33.42
07/31/2012  06:48:15,14.25,33.43
07/31/2012  06:48:20,14.35,33.44
07/31/2012  06:48:25,14.29,33.44
07/31/2012  06:48:30,14.27,33.45
07/31/2012  06:48:35,14.31,33.45
07/31/2012  06:48:40,14.3,33.46
07/31/2012  06:48:45,14.3,33.46
07/31/2012  06:48:50,14.32,33.47
07/31/2012  06:48:55,14.27,33.47
07/31/2012  06:49:00,14.24,33.48
07/31/2012  06:49:05,14.33,33.49
07/31/2012  06:49:10,14.31,33.49
07/31/2012  06:49:15,14.24,33.49
07/31/2012  06:49:20,14.24,33.5
07/31/2012  06:49:25,14.31,33.51
07/31/2012  06:49:30,14.28,33.52
07/31/2012  06:49:35,14.26,33.52
07/31/2012  06:49:40,14.35,33.52
07/31/2012  06:49:45,14.27,33.53
07/31/2012  06:49:50,14.34,33.54
07/31/2012  06:49:55,14.31,33.54
07/31/2012  06:50:00,14.36,33.55
07/31/2012  06:50:05,14.29,33.56
07/31/2012  06:50:10,14.3,33.56
07/31/2012  06:50:15,14.29,33.57
07/31/2012  06:50:20,14.3,33.57
07/31/2012  06:50:25,14.24,33.58
07/31/2012  06:50:30,14.3,33.58
07/31/2012  06:50:35,14.22,33.59
07/31/2012  06:50:40,14.22,33.59
07/31/2012  06:50:45,14.32,33.59
07/31/2012  06:50:50,14.29,33.6
07/31/2012  06:50:55,14.3,33.61
07/31/2012  06:51:00,14.32,33.61
07/31/2012  06:51:05,14.23,33.62
07/31/2012  06:51:10,14.26,33.63
07/31/2012  06:51:15,14.29,33.63
07/31/2012  06:51:20,14.32,33.64
07/31/2012  06:51:25,14.31,33.65
07/31/2012  06:51:30,14.29,33.66
07/31/2012  06:51:35,14.32,33.67
07/31/2012  06:51:40,14.25,33.67
07/31/2012  06:51:45,14.31,33.69
07/31/2012  06:51:50,14.26,33.69
07/31/2012  06:51:55,14.36,33.71
07/31/2012  06:52:00,14.28,33.72
07/31/2012  06:52:05,14.34,33.73
07/31/2012  06:52:10,14.25,33.73
07/31/2012  06:52:15,14.36,33.74
07/31/2012  06:52:20,14.24,33.76
07/31/2012  06:52:25,14.28,33.77
07/31/2012  06:52:30,14.27,33.78
07/31/2012  06:52:35,14.26,33.79
07/31/2012  06:52:40,14.32,33.8
07/31/2012  06:52:45,14.29,33.82
07/31/2012  06:52:50,14.27,33.83
07/31/2012  06:52:55,14.28,33.84
07/31/2012  06:53:00,14.22,33.86
07/31/2012  06:53:05,14.26,33.88
07/31/2012  06:53:10,14.35,33.89
07/31/2012  06:53:15,14.26,33.9
07/31/2012  06:53:20,14.34,33.91
07/31/2012  06:53:25,14.32,33.93
07/31/2012  06:53:30,14.26,33.95
07/31/2012  06:53:35,14.31,33.96
07/31/2012  06:53:40,14.28,33.98
07/31/2012  06:53:45,14.34,33.99
07/31/2012  06:53:50,14.28,34.01
07/31/2012  06:53:55,14.38,34.03
07/31/2012  06:54:00,14.3,34.05
07/31/2012  06:54:05,14.29,34.06
07/31/2012  06:54:10,14.37,34.08
07/31/2012  06:54:15,14.32,34.09
07/31/2012  06:54:20,14.27,34.12
07/31/2012  06:54:25,14.29,34.14
07/31/2012  06:54:30,14.27,34.15
07/31/2012  06:54:35,14.31,34.17
07/31/2012  06:54:40,14.24,34.19
07/31/2012  06:54:45,14.3,34.2
07/31/2012  06:54:50,14.31,34.23
07/31/2012  06:54:55,14.29,34.25
07/31/2012  06:55:00,14.29,34.26
07/31/2012  06:55:05,14.32,34.28
07/31/2012  06:55:10,14.32,34.3
07/31/2012  06:55:15,14.31,34.32
07/31/2012  06:55:20,14.3,34.34
07/31/2012  06:55:25,14.3,34.36
07/31/2012  06:55:30,14.28,34.37
07/31/2012  06:55:35,14.28,34.4
07/31/2012  06:55:40,14.28,34.42
07/31/2012  06:55:45,14.28,34.43
07/31/2012  06:55:50,14.37,34.46
07/31/2012  06:55:55,14.33,34.48
07/31/2012  06:56:00,14.34,34.5
07/31/2012  06:56:05,14.33,34.52
07/31/2012  06:56:10,14.38,34.54
07/31/2012  06:56:15,14.34,34.56
07/31/2012  06:56:20,14.29,34.58
07/31/2012  06:56:25,14.32,34.6
07/31/2012  06:56:30,14.35,34.62
07/31/2012  06:56:35,14.3,34.64
07/31/2012  06:56:40,14.34,34.66
07/31/2012  06:56:45,14.29,34.69
07/31/2012  06:56:50,14.38,34.7
07/31/2012  06:56:55,14.33,34.73
07/31/2012  06:57:00,14.29,34.75
07/31/2012  06:57:05,14.31,34.76
07/31/2012  06:57:10,14.34,34.79
07/31/2012  06:57:15,14.37,34.81
07/31/2012  06:57:20,14.27,34.83
07/31/2012  06:57:25,14.28,34.85
07/31/2012  06:57:30,14.32,34.88
07/31/2012  06:57:35,14.34,34.89
07/31/2012  06:57:40,14.39,34.91
07/31/2012  06:57:45,14.33,34.93
07/31/2012  06:57:50,14.33,34.96
07/31/2012  06:57:55,14.35,34.97
07/31/2012  06:58:00,14.35,35
07/31/2012  06:58:05,14.3,35.02
07/31/2012  06:58:10,14.32,35.04
07/31/2012  06:58:15,14.31,35.06
07/31/2012  06:58:20,14.28,35.08
07/31/2012  06:58:25,14.33,35.1
07/31/2012  06:58:30,14.34,35.12
07/31/2012  06:58:35,14.32,35.14
07/31/2012  06:58:40,14.35,35.16
07/31/2012  06:58:45,14.3,35.18
07/31/2012  06:58:50,14.37,35.2
07/31/2012  06:58:55,14.33,35.22
07/31/2012  06:59:00,14.31,35.24
07/31/2012  06:59:05,14.3,35.27
07/31/2012  06:59:10,14.33,35.28
07/31/2012  06:59:15,14.27,35.31
07/31/2012  06:59:20,14.27,35.32
07/31/2012  06:59:25,14.35,35.34
07/31/2012  06:59:30,14.3,35.37
07/31/2012  06:59:35,14.3,35.38
07/31/2012  06:59:40,14.28,35.4
07/31/2012  06:59:45,14.39,35.42
07/31/2012  06:59:50,14.35,35.44
07/31/2012  06:59:55,14.33,35.46
07/31/2012  07:00:00,14.31,35.48
07/31/2012  07:00:05,14.32,35.49
07/31/2012  07:00:10,14.42,35.51
07/31/2012  07:00:15,14.31,35.53
07/31/2012  07:00:20,14.31,35.55
07/31/2012  07:00:25,14.29,35.57
07/31/2012  07:00:30,14.3,35.59
07/31/2012  07:00:35,14.29,35.61
07/31/2012  07:00:40,14.34,35.63
07/31/2012  07:00:45,14.35,35.65
07/31/2012  07:00:50,14.3,35.67
07/31/2012  07:00:55,14.32,35.69
07/31/2012  07:01:00,14.32,35.7
07/31/2012  07:01:05,14.31,35.72
07/31/2012  07:01:10,14.37,35.74
07/31/2012  07:01:15,14.29,35.76
07/31/2012  07:01:20,14.26,35.79
07/31/2012  07:01:25,14.34,35.8
07/31/2012  07:01:30,14.33,35.82
07/31/2012  07:01:35,14.24,35.85
07/31/2012  07:01:40,14.37,35.86
07/31/2012  07:01:45,14.37,35.89
07/31/2012  07:01:50,14.35,35.91
07/31/2012  07:01:55,14.3,35.92
07/31/2012  07:02:00,14.38,35.94
07/31/2012  07:02:05,14.39,35.96
07/31/2012  07:02:10,14.43,35.98
07/31/2012  07:02:15,14.35,36
07/31/2012  07:02:20,14.35,36.02
07/31/2012  07:02:25,14.31,36.04
07/31/2012  07:02:30,14.34,36.06
07/31/2012  07:02:35,14.34,36.08
07/31/2012  07:02:40,14.37,36.1
07/31/2012  07:02:45,14.33,36.12
07/31/2012  07:02:50,14.3,36.15
07/31/2012  07:02:55,14.3,36.17
07/31/2012  07:03:00,14.3,36.18
07/31/2012  07:03:05,14.31,36.2
07/31/2012  07:03:10,14.24,36.22
07/31/2012  07:03:15,14.38,36.25
07/31/2012  07:03:20,14.28,36.27
07/31/2012  07:03:25,14.27,36.29
07/31/2012  07:03:30,14.4,36.31
07/31/2012  07:03:35,14.36,36.33
07/31/2012  07:03:40,14.34,36.35
07/31/2012  07:03:45,14.39,36.37
07/31/2012  07:03:50,14.35,36.39
07/31/2012  07:03:55,14.24,36.41
07/31/2012  07:04:00,14.37,36.43
07/31/2012  07:04:05,14.29,36.45
07/31/2012  07:04:10,14.37,36.47
07/31/2012  07:04:15,14.32,36.5
07/31/2012  07:04:20,14.32,36.52
07/31/2012  07:04:25,14.36,36.54
07/31/2012  07:04:30,14.4,36.56
07/31/2012  07:04:35,14.32,36.58
07/31/2012  07:04:40,14.39,36.6
07/31/2012  07:04:45,14.31,36.62
07/31/2012  07:04:50,14.27,36.64
07/31/2012  07:04:55,14.35,36.66
07/31/2012  07:05:00,14.32,36.68
07/31/2012  07:05:05,14.31,36.71
07/31/2012  07:05:10,14.3,36.72
07/31/2012  07:05:15,14.32,36.74
07/31/2012  07:05:20,14.31,36.76
07/31/2012  07:05:25,14.29,36.78
07/31/2012  07:05:30,14.37,36.8
07/31/2012  07:05:35,14.35,36.82
07/31/2012  07:05:40,14.32,36.84
07/31/2012  07:05:45,14.39,36.85
07/31/2012  07:05:50,14.33,36.87
07/31/2012  07:05:55,14.31,36.89
07/31/2012  07:06:00,14.29,36.9
07/31/2012  07:06:05,14.31,36.92
07/31/2012  07:06:10,14.33,36.93
07/31/2012  07:06:15,14.31,36.94
07/31/2012  07:06:20,14.31,36.95
07/31/2012  07:06:25,14.35,36.97
07/31/2012  07:06:30,14.35,36.98
07/31/2012  07:06:35,14.32,36.99
07/31/2012  07:06:40,14.34,37.01
07/31/2012  07:06:45,14.28,37.01
07/31/2012  07:06:50,14.33,37.03
07/31/2012  07:06:55,14.31,37.03
07/31/2012  07:07:00,14.32,37.05
07/31/2012  07:07:05,14.36,37.06
07/31/2012  07:07:10,14.31,37.07
07/31/2012  07:07:15,14.27,37.07
07/31/2012  07:07:20,14.32,37.09
07/31/2012  07:07:25,14.37,37.1
07/31/2012  07:07:30,14.33,37.11
07/31/2012  07:07:35,14.26,37.11
07/31/2012  07:07:40,14.36,37.13
07/31/2012  07:07:45,14.27,37.14
07/31/2012  07:07:50,14.34,37.14
07/31/2012  07:07:55,14.36,37.15
07/31/2012  07:08:00,14.29,37.16
07/31/2012  07:08:05,14.23,37.17
07/31/2012  07:08:10,14.34,37.18
07/31/2012  07:08:15,14.32,37.19
07/31/2012  07:08:20,14.31,37.2
07/31/2012  07:08:25,14.31,37.2
07/31/2012  07:08:30,14.32,37.21
07/31/2012  07:08:35,14.27,37.22
07/31/2012  07:08:40,14.25,37.23
07/31/2012  07:08:45,14.35,37.24
07/31/2012  07:08:50,14.3,37.25
07/31/2012  07:08:55,14.3,37.25
07/31/2012  07:09:00,14.29,37.26
07/31/2012  07:09:05,14.27,37.27
07/31/2012  07:09:10,14.36,37.28
07/31/2012  07:09:15,14.38,37.29
07/31/2012  07:09:20,14.29,37.29
07/31/2012  07:09:25,14.21,37.3
07/31/2012  07:09:30,14.32,37.3
07/31/2012  07:09:35,14.36,37.31
07/31/2012  07:09:40,14.37,37.32
07/31/2012  07:09:45,14.4,37.33
07/31/2012  07:09:50,14.31,37.33
07/31/2012  07:09:55,14.31,37.34
07/31/2012  07:10:00,14.31,37.35
07/31/2012  07:10:05,14.28,37.36
07/31/2012  07:10:10,14.33,37.36
07/31/2012  07:10:15,14.34,37.37
07/31/2012  07:10:20,14.27,37.37
07/31/2012  07:10:25,14.31,37.38
07/31/2012  07:10:30,14.35,37.39
07/31/2012  07:10:35,14.35,37.39
07/31/2012  07:10:40,14.3,37.4
07/31/2012  07:10:45,14.3,37.4
07/31/2012  07:10:50,14.31,37.41
07/31/2012  07:10:55,14.35,37.41
07/31/2012  07:11:00,14.27,37.42
07/31/2012  07:11:05,14.32,37.43
07/31/2012  07:11:10,14.34,37.43
07/31/2012  07:11:15,14.39,37.43
07/31/2012  07:11:20,14.31,37.44
07/31/2012  07:11:25,14.22,37.45
07/31/2012  07:11:30,14.25,37.45
07/31/2012  07:11:35,14.31,37.45
07/31/2012  07:11:40,14.3,37.46
07/31/2012  07:11:45,14.25,37.47
07/31/2012  07:11:50,14.31,37.47
07/31/2012  07:11:55,35.24,37.48
07/31/2012  07:12:00,86.88,37.49
07/31/2012  07:12:05,139.06,37.51
07/31/2012  07:12:10,208.36,37.53
07/31/2012  07:12:15,275.55,37.56
07/31/2012  07:12:20,342.06,37.58
07/31/2012  07:12:25,441.57,37.61
07/31/2012  07:12:30,570.36,37.66
07/31/2012  07:12:35,691.7,37.7
07/31/2012  07:12:40,874.65,37.77
07/31/2012  07:12:45,876.86,37.81
07/31/2012  07:12:50,877.45,37.85
07/31/2012  07:12:55,878.02,37.88
07/31/2012  07:13:00,878.4,37.9
07/31/2012  07:13:05,878.82,37.92
07/31/2012  07:13:10,879.4,37.94
07/31/2012  07:13:15,879.96,37.95
07/31/2012  07:13:20,880.48,37.98
07/31/2012  07:13:25,881.03,38
07/31/2012  07:13:30,881.65,38.03
07/31/2012  07:13:35,882.31,38.05
07/31/2012  07:13:40,882.84,38.07
07/31/2012  07:13:45,883.42,38.1
07/31/2012  07:13:50,883.99,38.12
07/31/2012  07:13:55,884.55,38.14
07/31/2012  07:14:00,885.26,38.17
07/31/2012  07:14:05,885.89,38.19
07/31/2012  07:14:10,886.46,38.21
07/31/2012  07:14:15,886.93,38.23
07/31/2012  07:14:20,887.63,38.25
07/31/2012  07:14:25,888.3,38.27
07/31/2012  07:14:30,889,38.29
